,desvio_padrao,max,min
0,601.466287002023,-10572,-13896
1,305.8508368469833,-6864,-8592
2,390.93748860911256,7860,5796
3,283.4999075837592,374,-870
4,428.9238212083819,1381,-507
5,400.3079019954515,696,-1143
6,437.55699057379945,2820,672
7,359.1410619798299,-10892,-12544
8,717.0163691297431,14168,10832
9,527.1779072571233,977,-1117
10,398.8760523019651,1608,-556
11,225.45453288856268,518,-551
12,400.7251427100626,616,-1732
13,521.7423486741325,-11428,-13916
14,775.3538041436309,13304,9416
15,529.1597009410298,776,-1302
16,397.2099065985137,1743,-386
17,222.40421286477465,781,-206
18,311.2542137867373,6468,4772
19,583.4270120589207,11256,8228
20,194.73871315175114,12636,11684
21,449.97060470657414,958,-1046
22,224.85823867494827,206,-783
23,413.73214088344645,552,-1613
24,316.0148730677086,312,-1384
25,547.6257057516566,15772,12916
26,334.8553717651846,7524,6128
27,480.89088939176213,845,-1285
28,241.65380112880493,628,-642
29,366.1256968583331,400,-1410
