,desvio_padrao,max,min
0,378.3925474953226,-11560,-13484
1,248.821863991089,-3952,-5160
2,309.395433709032,9844,8304
3,173.81504537870134,-48,-794
4,220.6836640986369,606,-366
5,227.9675196162822,685,-340
6,382.50399422751127,11100,9076
7,291.6295156529942,-1404,-2968
8,385.590479135572,15464,13188
9,244.14603744480476,524,-777
10,213.19491058653347,579,-369
11,224.13054477246064,450,-466
12,365.27779894212017,12308,10516
13,375.7049459349717,12520,10296
14,308.4925931039512,7268,5824
15,279.5202969374496,396,-980
16,252.56018213487255,863,-391
17,214.3600006997574,716,-153
18,273.48506065231425,14212,12820
19,283.3378308662647,9236,7788
20,308.73393075591804,-4452,-5652
21,215.27651613680487,331,-627
22,246.34441418469387,377,-707
23,235.08455393751413,709,-539
24,303.6699761253983,13068,11464
25,291.60273249748536,12104,10588
26,304.4033534637882,-2220,-3712
27,192.03065484448047,-104,-924
28,274.1132282470147,752,-312
29,229.64644565070023,519,-685
