,desvio_padrao,max,min
0,391.906705224598,-14680,-16344
1,248.7603151630099,-2140,-3404
2,413.7779481799386,-2988,-4988
3,223.82887637657478,190,-850
4,253.5948853979512,635,-589
5,273.0786280542657,716,-538
6,265.3842979529874,-1248,-2636
7,245.91774559799458,-408,-1760
8,252.29416481559778,-15120,-16240
9,204.33565792587447,340,-568
10,242.40748235151486,746,-211
11,150.11871135871107,224,-399
12,276.6859418185174,2972,1632
13,288.8970363295546,2588,1048
14,203.44876111689646,-15272,-16156
15,222.87098936380212,42,-947
16,164.9163578909018,739,-21
17,175.67661511994135,578,-198
18,300.60262407370965,6104,4692
19,217.25759457381463,-1112,-2232
20,249.1922149666799,16224,15128
21,211.7522313932016,171,-700
22,198.0907630355338,557,-292
23,168.50020148355907,454,-345
24,313.8040560604658,2772,1196
25,274.2372695313312,3064,1628
26,241.87746980651175,16088,14960
27,214.14026618083764,-135,-1086
28,188.31110004458048,887,47
29,187.48167270429394,212,-582
